kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,jumlah_penduduk_miskin,persen_penduduk_miskin,indeks_p1,indeks_p2,garis_kemiskinan
13,Prov. Sumatera Barat,1312,Kab. Pasaman Barat,2008,34400,10.96,1.75,0.38,205682
13,Prov. Sumatera Barat,1312,Kab. Pasaman Barat,2009,30400,9.61,1.23,0.25,229667
13,Prov. Sumatera Barat,1312,Kab. Pasaman Barat,2010,35100,9.59,1.4,0.33,258155
13,Prov. Sumatera Barat,1371,Kota Padang,2007,39500,4.97,0.41,0.06,197554
13,Prov. Sumatera Barat,1371,Kota Padang,2008,51700,6.4,0.77,0.15,237999
13,Prov. Sumatera Barat,1371,Kota Padang,2009,46800,5.72,0.93,0.25,272329
13,Prov. Sumatera Barat,1371,Kota Padang,2010,52800,6.31,1.1,0.4,306108
13,Prov. Sumatera Barat,1372,Kota Solok,2007,2500,4.59,0.55,0.11,170082
13,Prov. Sumatera Barat,1372,Kota Solok,2008,4000,7.32,1.15,0.33,202368
13,Prov. Sumatera Barat,1372,Kota Solok,2009,3800,6.76,1.04,0.28,247635
13,Prov. Sumatera Barat,1372,Kota Solok,2010,4200,6.99,1.15,0.37,278351
13,Prov. Sumatera Barat,1373,Kota Sawah Lunto,2007,1100,2.25,0.24,0.05,138108
13,Prov. Sumatera Barat,1373,Kota Sawah Lunto,2008,1000,1.94,0.45,0.12,175434
13,Prov. Sumatera Barat,1373,Kota Sawah Lunto,2009,1200,2.42,0.25,0.05,184976
13,Prov. Sumatera Barat,1373,Kota Sawah Lunto,2010,1400,2.47,0.19,0.02,207920
13,Prov. Sumatera Barat,1374,Kota Padang Panjang,2007,2600,5.19,0.52,0.09,177861
13,Prov. Sumatera Barat,1374,Kota Padang Panjang,2008,4200,8.24,1.15,0.23,214562
13,Prov. Sumatera Barat,1374,Kota Padang Panjang,2009,4000,7.58,1.08,0.28,244490
13,Prov. Sumatera Barat,1374,Kota Padang Panjang,2010,3600,7.6,1.06,0.26,274816
13,Prov. Sumatera Barat,1375,Kota Bukittinggi,2007,5200,5.23,0.92,0.24,213155
13,Prov. Sumatera Barat,1375,Kota Bukittinggi,2008,7200,7.2,0.83,0.16,245094
13,Prov. Sumatera Barat,1375,Kota Bukittinggi,2009,6200,6.19,0.91,0.2,257496
13,Prov. Sumatera Barat,1375,Kota Bukittinggi,2010,7600,6.82,0.69,0.13,289435
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,2007,7700,7.77,1.31,0.35,182906
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,2008,10900,10.96,1.71,0.4,220889
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,2009,10100,10.15,1.6,0.42,257805
13,Prov. Sumatera Barat,1376,Kota Payakumbuh,2010,12400,10.58,1.58,0.43,289783
13,Prov. Sumatera Barat,1377,Kota Pariaman,2007,3900,5.87,0.66,0.14,191549
13,Prov. Sumatera Barat,1377,Kota Pariaman,2008,3500,5.33,0.79,0.19,238384
13,Prov. Sumatera Barat,1377,Kota Pariaman,2009,3600,5.48,0.84,0.25,239204
13,Prov. Sumatera Barat,1377,Kota Pariaman,2010,4700,5.9,0.89,0.22,268875
14,Prov. Riau,1401,Kab. Kuantan Singingi,2007,51700,19.03,3.37,0.92,218852
14,Prov. Riau,1401,Kab. Kuantan Singingi,2008,47300,16.51,3.84,1.19,242455
14,Prov. Riau,1401,Kab. Kuantan Singingi,2009,42700,14.42,2.51,0.69,299369
14,Prov. Riau,1401,Kab. Kuantan Singingi,2010,36700,12.57,2.05,0.47,325060
14,Prov. Riau,1402,Kab. Indragiri Hulu,2007,47000,14.63,2.38,0.64,201855
14,Prov. Riau,1402,Kab. Indragiri Hulu,2008,40600,12.05,2.38,0.66,231894
14,Prov. Riau,1402,Kab. Indragiri Hulu,2009,36000,10.25,1.66,0.43,269484
14,Prov. Riau,1402,Kab. Indragiri Hulu,2010,32500,8.9,1.23,0.31,292610
14,Prov. Riau,1403,Kab. Indragiri Hilir,2007,97100,14.57,2.28,0.54,188063
14,Prov. Riau,1403,Kab. Indragiri Hilir,2008,92400,13.19,2.58,0.71,217031
14,Prov. Riau,1403,Kab. Indragiri Hilir,2009,80600,11.11,2.07,0.55,219841
14,Prov. Riau,1403,Kab. Indragiri Hilir,2010,62400,9.41,1.73,0.43,238707
14,Prov. Riau,1404,Kab. Pelalawan,2007,49600,18.07,3.25,0.94,263948
14,Prov. Riau,1404,Kab. Pelalawan,2008,54600,18.63,6.23,2.16,286761
14,Prov. Riau,1404,Kab. Pelalawan,2009,50700,16.71,3.33,1,331024
14,Prov. Riau,1404,Kab. Pelalawan,2010,44400,14.51,2.68,0.69,359431
14,Prov. Riau,1405,Kab. Siak,2007,19300,6.01,0.86,0.21,206507
14,Prov. Riau,1405,Kab. Siak,2008,23900,7.09,0.98,0.23,245192
14,Prov. Riau,1405,Kab. Siak,2009,20200,5.71,1.01,0.25,247965
14,Prov. Riau,1405,Kab. Siak,2010,24600,6.49,0.71,0.13,269244
14,Prov. Riau,1406,Kab. Kampar,2007,64200,10.73,1.91,0.61,219449
14,Prov. Riau,1406,Kab. Kampar,2008,71600,11.45,2,0.51,241279
14,Prov. Riau,1406,Kab. Kampar,2009,65600,10.04,2.77,0.53,257508
14,Prov. Riau,1406,Kab. Kampar,2010,72300,10.47,1.37,0.29,279606
14,Prov. Riau,1407,Kab. Rokan Hulu,2007,84600,21.86,4.35,1.25,254183
14,Prov. Riau,1407,Kab. Rokan Hulu,2008,75200,18.05,6.44,2.47,288961
14,Prov. Riau,1407,Kab. Rokan Hulu,2009,68000,15.49,1.8,0.86,289554
14,Prov. Riau,1407,Kab. Rokan Hulu,2010,62400,13.03,1.99,0.47,318432
14,Prov. Riau,1408,Kab. Bengkalis,2007,80000,10.69,1.97,0.55,186670
14,Prov. Riau,1408,Kab. Bengkalis,2008,69800,8.94,2.08,0.64,255670
14,Prov. Riau,1408,Kab. Bengkalis,2009,63400,7.91,2.77,0.35,295967
14,Prov. Riau,1408,Kab. Bengkalis,2010,41300,8.25,1.7,0.52,325485
14,Prov. Riau,1409,Kab. Rokan Hilir,2007,48700,9.41,1.62,0.44,165850
14,Prov. Riau,1409,Kab. Rokan Hilir,2008,61300,10.59,1.96,0.58,185264
14,Prov. Riau,1409,Kab. Rokan Hilir,2009,56000,9.32,1.19,0.38,227571
14,Prov. Riau,1409,Kab. Rokan Hilir,2010,51700,9.3,1.48,0.4,250267
14,Prov. Riau,1410,Kab. Kepulauan Meranti,2010,75100,42.56,10.81,3.81,339327
14,Prov. Riau,1471,Kota Pekanbaru,2007,17700,2.24,0.3,0.06,198631
14,Prov. Riau,1471,Kota Pekanbaru,2008,29700,3.63,0.52,0.1,241428
14,Prov. Riau,1471,Kota Pekanbaru,2009,33400,3.92,1.38,0.11,300852
14,Prov. Riau,1471,Kota Pekanbaru,2010,38200,4.2,0.87,0.29,326670
14,Prov. Riau,1473,Kota Dumai,2007,14600,6.28,0.86,0.2,223133
14,Prov. Riau,1473,Kota Dumai,2008,18400,7.42,0.81,0.13,256806
14,Prov. Riau,1473,Kota Dumai,2009,15700,6.08,0.46,0.15,261859
14,Prov. Riau,1473,Kota Dumai,2010,16500,6.45,1.07,0.26,287975
15,Prov. Jambi,1501,Kab. Kerinci,2007,34800,11.3,1.76,0.44,160018
15,Prov. Jambi,1501,Kab. Kerinci,2008,24100,7.71,1.76,0.56,178622
15,Prov. Jambi,1501,Kab. Kerinci,2009,22800,7.25,0.75,0.14,203288
15,Prov. Jambi,1501,Kab. Kerinci,2010,18000,7.83,1.18,0.3,232966
15,Prov. Jambi,1502,Kab. Merangin,2007,34200,12.1,1.63,0.34,181158
15,Prov. Jambi,1502,Kab. Merangin,2008,27500,9.5,1.84,0.47,190659
15,Prov. Jambi,1502,Kab. Merangin,2009,25500,8.65,1.16,0.26,208179
15,Prov. Jambi,1502,Kab. Merangin,2010,27300,8.07,0.85,0.13,238571
15,Prov. Jambi,1503,Kab. Sarolangun,2007,33700,16.11,2.46,0.61,220848
15,Prov. Jambi,1503,Kab. Sarolangun,2008,25200,11.69,4.61,2.02,253474
15,Prov. Jambi,1503,Kab. Sarolangun,2009,21700,9.85,1.38,0.33,259262
15,Prov. Jambi,1503,Kab. Sarolangun,2010,23900,9.66,1.61,0.43,297111
15,Prov. Jambi,1504,Kab. Batang Hari,2007,33100,15.42,2.4,0.58,177632
15,Prov. Jambi,1504,Kab. Batang Hari,2008,23200,10.49,2.3,0.63,196903
15,Prov. Jambi,1504,Kab. Batang Hari,2009,22800,10.11,1,0.16,224597
15,Prov. Jambi,1504,Kab. Batang Hari,2010,24600,10.19,1.18,0.23,257386
15,Prov. Jambi,1505,Kab. Muaro Jambi,2007,21900,7.13,0.9,0.21,158962
15,Prov. Jambi,1505,Kab. Muaro Jambi,2008,13700,4.35,0.65,0.15,165606
15,Prov. Jambi,1505,Kab. Muaro Jambi,2009,14400,4.54,0.56,0.1,182534
15,Prov. Jambi,1505,Kab. Muaro Jambi,2010,18200,5.29,0.56,0.14,209182
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,2007,28300,13.44,1.96,0.49,158909
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,2008,28800,13.49,2.27,0.54,191981
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,2009,26400,12.21,1.76,0.4,213056
15,Prov. Jambi,1506,Kab. Tanjung Jabung Timur,2010,25400,12.4,1.22,0.23,244160
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,2007,31600,12.79,1.61,0.34,160161
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,2008,34000,13.43,2.5,0.65,202450
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,2009,30200,11.65,1.66,0.41,202609
15,Prov. Jambi,1507,Kab. Tanjung Jabung Barat,2010,31000,11.08,2.03,0.67,232188
15,Prov. Jambi,1508,Kab. Tebo,2007,21700,8.69,1.09,0.23,182438
15,Prov. Jambi,1508,Kab. Tebo,2008,16200,6.34,0.96,0.19,190657
15,Prov. Jambi,1508,Kab. Tebo,2009,15900,6.1,0.76,0.21,215442
15,Prov. Jambi,1508,Kab. Tebo,2010,19200,6.42,0.87,0.17,246894
15,Prov. Jambi,1509,Kab. Bungo,2007,19600,7.63,1.1,0.25,157134
15,Prov. Jambi,1509,Kab. Bungo,2008,13700,5.12,1.18,0.35,162179
15,Prov. Jambi,1509,Kab. Bungo,2009,14600,5.32,0.75,0.17,195773
15,Prov. Jambi,1509,Kab. Bungo,2010,17300,5.7,0.7,0.17,224354
15,Prov. Jambi,1571,Kota Jambi,2007,23200,5.04,0.85,0.21,161089
15,Prov. Jambi,1571,Kota Jambi,2008,54900,11.63,1.91,0.6,231149
15,Prov. Jambi,1571,Kota Jambi,2009,50700,10.54,1.17,0.22,254649
15,Prov. Jambi,1571,Kota Jambi,2010,52600,9.9,1.86,0.49,291825
15,Prov. Jambi,1572,Kota Sungai Penuh,2010,3000,3.64,0.46,0.11,225456
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,2007,40600,15.69,1.83,0.32,168892
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,2008,38600,14.64,2.92,0.76,189810
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,2009,35100,13.17,1.9,0.43,236085
16,Prov. Sumatera Selatan,1601,Kab. Ogan Komering Ulu,2010,39900,12.28,2.03,0.5,253307
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,2007,152700,22.5,3.8,0.94,162533
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,2008,122700,17.67,3.25,0.83,173700
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,2009,114200,16.17,2.43,0.6,199024
16,Prov. Sumatera Selatan,1602,Kab. Ogan Komering Ilir,2010,116500,15.98,2.97,0.78,213543
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,2007,128500,19.87,2.57,0.45,182844
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,2008,118400,17.98,3.45,0.84,210095
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,2009,106400,15.96,1.96,0.35,210454
16,Prov. Sumatera Selatan,1603,Kab. Muara Enim,2010,104500,14.51,1.74,0.33,225807
16,Prov. Sumatera Selatan,1604,Kab. Lahat,2007,94900,28.09,4.19,0.99,182003
16,Prov. Sumatera Selatan,1604,Kab. Lahat,2008,78700,23.21,6.67,2.47,208836
16,Prov. Sumatera Selatan,1604,Kab. Lahat,2009,71300,20.98,3.8,1.11,242534
16,Prov. Sumatera Selatan,1604,Kab. Lahat,2010,70500,19.02,3.58,1,260227
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,2007,160300,32.93,5.75,1.48,206649
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,2008,120700,24.27,6.12,1.65,220070
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,2009,108000,21.4,3.14,0.76,250018
16,Prov. Sumatera Selatan,1605,Kab. Musi Rawas,2010,102000,19.38,3.4,0.97,268257
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,2007,165600,33.6,5.61,1.4,213120
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,2008,129500,25.45,7.87,2.61,238773
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,2009,118900,22.76,4.05,1.03,257055
16,Prov. Sumatera Selatan,1606,Kab. Musi Banyuasin,2010,113400,20.06,2.65,0.52,275807
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,2007,136800,17.72,2.55,0.61,171338
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,2008,122400,15.38,3.67,1.14,212328
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,2009,112100,13.72,1.99,0.44,219424
16,Prov. Sumatera Selatan,1607,Kab. Banyu Asin,2010,93000,12.39,1.65,0.37,235431
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,2007,61200,18.96,2.27,0.45,151093
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,2008,47700,14.56,2.82,0.69,162100
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,2009,42100,12.73,1.88,0.42,185711
16,Prov. Sumatera Selatan,1608,Kab. Ogan Komering Ulu Selatan,2010,36700,11.53,2.11,0.65,199259
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,2007,90700,16.03,2.02,0.43,162262
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,2008,69600,12.12,2.75,0.8,177015
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,2009,57700,9.95,2.05,0.62,178230
16,Prov. Sumatera Selatan,1609,Kab. Ogan Komering Ulu Timur,2010,59900,9.81,1.6,0.36,191232
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,2007,79600,21.57,2.42,0.44,197403
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,2008,67100,17.78,3.88,1.11,205432
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,2009,60100,15.65,2.32,0.52,235867
16,Prov. Sumatera Selatan,1610,Kab. Ogan Ilir,2010,53400,13.97,1.88,0.38,253074
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,2007,49700,23.5,3.89,0.99,175268
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,2008,39100,18.37,3.02,0.71,185394
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,2009,33700,15.8,2.89,0.91,187578
16,Prov. Sumatera Selatan,1611,Kab. Empat Lawang,2010,32600,14.73,2.4,0.64,201262
16,Prov. Sumatera Selatan,1671,Kota Palembang,2007,124400,8.98,1.46,0.37,188046
16,Prov. Sumatera Selatan,1671,Kota Palembang,2008,235300,16.66,3.09,0.87,244223
16,Prov. Sumatera Selatan,1671,Kota Palembang,2009,211800,14.75,2.39,0.63,294174
16,Prov. Sumatera Selatan,1671,Kota Palembang,2010,218600,15,2.67,0.74,315634
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,2007,10000,7.57,0.92,0.2,176460
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,2008,20900,15.39,2.96,0.81,240418
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,2009,19100,13.93,2.06,0.58,296865
16,Prov. Sumatera Selatan,1672,Kota Prabumulih,2010,21000,12.93,1.93,0.47,318521
16,Prov. Sumatera Selatan,1673,Kota Pagar Alam,2007,11200,9.75,1.46,0.34,137667
16,Prov. Sumatera Selatan,1673,Kota Pagar Alam,2008,11800,10.23,1.79,0.4,163329
16,Prov. Sumatera Selatan,1673,Kota Pagar Alam,2009,11200,9.66,1.32,0.33,199053
16,Prov. Sumatera Selatan,1673,Kota Pagar Alam,2010,12400,9.81,1.11,0.22,213574
16,Prov. Sumatera Selatan,1674,Kota Lubuklinggau,2007,25600,14.25,2.21,0.47,183984
16,Prov. Sumatera Selatan,1674,Kota Lubuklinggau,2008,31800,17.36,3.82,1.25,265922
16,Prov. Sumatera Selatan,1674,Kota Lubuklinggau,2009,28100,15.12,2.46,0.61,268986
16,Prov. Sumatera Selatan,1674,Kota Lubuklinggau,2010,30900,15.3,3.12,0.96,288609
17,Prov. Bengkulu,1701,Kab. Bengkulu Selatan,2007,50000,35.24,6.85,1.95,152335
17,Prov. Bengkulu,1701,Kab. Bengkulu Selatan,2008,40400,27.53,7.19,2.41,178157
17,Prov. Bengkulu,1701,Kab. Bengkulu Selatan,2009,37700,37.7,5.19,1.63,210781
17,Prov. Bengkulu,1701,Kab. Bengkulu Selatan,2010,32400,22.62,3.64,0.9,238642
17,Prov. Bengkulu,1702,Kab. Rejang Lebong,2007,42600,16.38,2.17,0.49,172551
17,Prov. Bengkulu,1702,Kab. Rejang Lebong,2008,45000,16.94,3.94,1.2,238072
17,Prov. Bengkulu,1702,Kab. Rejang Lebong,2009,42800,42.8,2.55,0.6,239407
17,Prov. Bengkulu,1702,Kab. Rejang Lebong,2010,37300,15.11,2.68,0.69,271051
17,Prov. Bengkulu,1703,Kab. Bengkulu Utara,2007,80300,22.74,4.09,1.07,171744
17,Prov. Bengkulu,1703,Kab. Bengkulu Utara,2008,59100,16.43,2.95,0.78,177042
17,Prov. Bengkulu,1703,Kab. Bengkulu Utara,2009,58700,58.7,2.1,0.47,207952
17,Prov. Bengkulu,1703,Kab. Bengkulu Utara,2010,38300,14.75,2.35,0.52,235439
17,Prov. Bengkulu,1704,Kab. Kaur,2007,44500,38.18,5.6,1.3,148526
17,Prov. Bengkulu,1704,Kab. Kaur,2008,31400,26.01,4.48,1.17,159641
17,Prov. Bengkulu,1704,Kab. Kaur,2009,29100,29.1,4.93,1.46,189746
17,Prov. Bengkulu,1704,Kab. Kaur,2010,22900,21.22,3.86,1.06,214826
17,Prov. Bengkulu,1705,Kab. Seluma,2007,60900,36.45,7.38,2.09,184488
17,Prov. Bengkulu,1705,Kab. Seluma,2008,42500,24.74,6.31,1.75,210229
17,Prov. Bengkulu,1705,Kab. Seluma,2009,40100,40.1,4.67,1.37,216250
17,Prov. Bengkulu,1705,Kab. Seluma,2010,36100,20.81,3.36,0.82,244833
17,Prov. Bengkulu,1706,Kab. Mukomuko,2007,28700,20.06,3.3,0.88,174677
17,Prov. Bengkulu,1706,Kab. Mukomuko,2008,23500,15.76,2.53,0.57,183293
17,Prov. Bengkulu,1706,Kab. Mukomuko,2009,23600,23.6,2.71,0.75,215021
17,Prov. Bengkulu,1706,Kab. Mukomuko,2010,22100,14.06,2.65,0.63,243442
17,Prov. Bengkulu,1707,Kab. Lebong,2007,16700,18.08,2.57,0.57,155040
17,Prov. Bengkulu,1707,Kab. Lebong,2008,13700,14.33,2.7,0.67,173299
17,Prov. Bengkulu,1707,Kab. Lebong,2009,13600,13.6,1.91,0.44,197915
17,Prov. Bengkulu,1707,Kab. Lebong,2010,12700,13.01,2.06,0.46,224075
17,Prov. Bengkulu,1708,Kab. Kepahiang,2007,21200,17.55,2.48,0.56,163052
17,Prov. Bengkulu,1708,Kab. Kepahiang,2008,21000,17.03,2.39,0.5,176807
17,Prov. Bengkulu,1708,Kab. Kepahiang,2009,20700,20.7,2.36,0.6,203162
17,Prov. Bengkulu,1708,Kab. Kepahiang,2010,18500,14.78,2.36,0.51,230015
17,Prov. Bengkulu,1709,Kab. Bengkulu Tengah,2010,6300,6.42,0.7,0.13,246771
17,Prov. Bengkulu,1771,Kota Bengkulu,2007,25700,9.2,1.49,0.34,193546
17,Prov. Bengkulu,1771,Kota Bengkulu,2008,52200,18.16,3.6,1.09,257536
17,Prov. Bengkulu,1771,Kota Bengkulu,2009,51500,51.5,3.34,1.01,325600
17,Prov. Bengkulu,1771,Kota Bengkulu,2010,54800,17.69,3.3,0.94,368637
18,Prov. Lampung,1801,Kab. Lampung Barat,2007,96700,24.77,4.09,1.07,156280
18,Prov. Lampung,1801,Kab. Lampung Barat,2008,86100,21.74,4.43,1.22,171768
18,Prov. Lampung,1801,Kab. Lampung Barat,2009,79500,19.13,3.75,1.09,211568
18,Prov. Lampung,1801,Kab. Lampung Barat,2010,71800,17.12,2.6,0.71,237660
18,Prov. Lampung,1802,Kab. Tanggamus,2007,188200,22.17,3.74,0.97,154645
18,Prov. Lampung,1802,Kab. Tanggamus,2008,179300,20.91,4.19,1.2,169690
18,Prov. Lampung,1802,Kab. Tanggamus,2009,174900,19.79,3.54,0.96,198076
18,Prov. Lampung,1802,Kab. Tanggamus,2010,98100,18.3,2.66,0.64,222504
18,Prov. Lampung,1803,Kab. Lampung Selatan,2007,371800,26.94,5.16,1.39,154976
18,Prov. Lampung,1803,Kab. Lampung Selatan,2008,351200,24.72,5.6,1.67,186242
18,Prov. Lampung,1803,Kab. Lampung Selatan,2009,222500,22.83,4.57,1.31,202179
18,Prov. Lampung,1803,Kab. Lampung Selatan,2010,188000,20.61,3.41,0.88,227113
18,Prov. Lampung,1804,Kab. Lampung Timur,2007,261900,27.21,4.81,1.22,180012
18,Prov. Lampung,1804,Kab. Lampung Timur,2008,228400,23.35,5.76,1.66,201239
18,Prov. Lampung,1804,Kab. Lampung Timur,2009,206300,20.86,3.26,0.85,202700
18,Prov. Lampung,1804,Kab. Lampung Timur,2010,200400,21.06,3.41,0.79,227698
18,Prov. Lampung,1805,Kab. Lampung Tengah,2007,263000,22.06,3.61,0.96,163694
18,Prov. Lampung,1805,Kab. Lampung Tengah,2008,242000,19.89,3.81,1.1,172667
18,Prov. Lampung,1805,Kab. Lampung Tengah,2009,230700,18.67,3.18,0.88,212964
18,Prov. Lampung,1805,Kab. Lampung Tengah,2010,197800,16.88,2.46,0.6,239228
18,Prov. Lampung,1806,Kab. Lampung Utara,2007,185300,32.16,5.49,1.42,164829
18,Prov. Lampung,1806,Kab. Lampung Utara,2008,182900,31.24,6.49,1.72,197195
18,Prov. Lampung,1806,Kab. Lampung Utara,2009,171000,28.96,4.99,1.39,215244
18,Prov. Lampung,1806,Kab. Lampung Utara,2010,164800,28.19,5.42,1.57,241789
18,Prov. Lampung,1807,Kab. Way Kanan,2007,96800,25.96,4.08,1,144223
18,Prov. Lampung,1807,Kab. Way Kanan,2008,84100,22.34,4.78,1.37,159311
18,Prov. Lampung,1807,Kab. Way Kanan,2009,79200,20.92,3.24,0.84,185827
18,Prov. Lampung,1807,Kab. Way Kanan,2010,76700,18.81,3.05,0.93,208744
18,Prov. Lampung,1808,Kab. Tulangbawang,2007,103600,13.03,2,0.47,156265
18,Prov. Lampung,1808,Kab. Tulangbawang,2008,90900,11.17,2.04,0.5,165055
18,Prov. Lampung,1808,Kab. Tulangbawang,2009,86800,10.48,1.6,0.41,198679
18,Prov. Lampung,1808,Kab. Tulangbawang,2010,43100,10.8,1.55,0.34,223181
18,Prov. Lampung,1809,Kab. Pesawaran,2009,100900,22.73,3.77,0.99,201750
18,Prov. Lampung,1809,Kab. Pesawaran,2010,81500,20.48,4.03,1.1,226631
18,Prov. Lampung,1810,Kab. Pringsewu,2010,45500,12.45,2.36,0.68,237868
18,Prov. Lampung,1811,Kab. Mesuji,2010,16200,8.65,1.06,0.19,228027
18,Prov. Lampung,1812,Kab. Tulangbawang Barat,2010,19100,7.63,1.35,0.32,226563
18,Prov. Lampung,1871,Kota Bandar Lampung,2007,78800,9.44,1.14,0.21,202474
18,Prov. Lampung,1871,Kota Bandar Lampung,2008,130900,15.41,2.96,0.74,239808
18,Prov. Lampung,1871,Kota Bandar Lampung,2009,123900,14.39,2.1,0.48,283496
18,Prov. Lampung,1871,Kota Bandar Lampung,2010,128600,14.58,2.99,0.97,318458
18,Prov. Lampung,1872,Kota Metro,2007,15500,11.53,2.33,0.64,149345
18,Prov. Lampung,1872,Kota Metro,2008,22100,15.91,3.34,1.04,168835
18,Prov. Lampung,1872,Kota Metro,2009,21200,15.07,3.27,1.07,197240
18,Prov. Lampung,1872,Kota Metro,2010,20100,13.77,2.46,0.72,221565
19,Prov. Kepulauan Bangka Belitung,1901,Kab. Bangka,2007,25200,10.53,1.33,0.25,221655
19,Prov. Kepulauan Bangka Belitung,1901,Kab. Bangka,2008,21600,8.79,1.39,0.37,243483
19,Prov. Kepulauan Bangka Belitung,1901,Kab. Bangka,2009,19000,7.61,1.56,0.45,254400
19,Prov. Kepulauan Bangka Belitung,1901,Kab. Bangka,2010,21700,7.81,0.92,0.19,280069
19,Prov. Kepulauan Bangka Belitung,1902,Kab. Belitung,2007,14200,11.59,1.48,0.31,269924
19,Prov. Kepulauan Bangka Belitung,1902,Kab. Belitung,2008,13300,10.62,1.97,0.43,293222
19,Prov. Kepulauan Bangka Belitung,1902,Kab. Belitung,2009,12400,9.78,1.56,0.43,334165
19,Prov. Kepulauan Bangka Belitung,1902,Kab. Belitung,2010,15900,10.13,1.25,0.25,367883
19,Prov. Kepulauan Bangka Belitung,1903,Kab. Bangka Barat,2007,10500,7.41,0.63,0.1,206514
19,Prov. Kepulauan Bangka Belitung,1903,Kab. Bangka Barat,2008,7400,5.18,0.7,0.23,225307
19,Prov. Kepulauan Bangka Belitung,1903,Kab. Bangka Barat,2009,7600,5.22,1.04,0.31,246853
19,Prov. Kepulauan Bangka Belitung,1903,Kab. Bangka Barat,2010,9200,5.25,1.09,0.3,271761
19,Prov. Kepulauan Bangka Belitung,1904,Kab. Bangka Tengah,2007,13400,10.36,1.59,0.39,258815
19,Prov. Kepulauan Bangka Belitung,1904,Kab. Bangka Tengah,2008,11200,8.52,1.42,0.25,281739
19,Prov. Kepulauan Bangka Belitung,1904,Kab. Bangka Tengah,2009,10400,7.84,1.01,0.23,311419
19,Prov. Kepulauan Bangka Belitung,1904,Kab. Bangka Tengah,2010,13100,8.07,1.07,0.27,342841
19,Prov. Kepulauan Bangka Belitung,1905,Kab. Bangka Selatan,2007,9600,6.71,1.28,0.48,208921
19,Prov. Kepulauan Bangka Belitung,1905,Kab. Bangka Selatan,2008,8200,5.6,0.84,0.23,213756
19,Prov. Kepulauan Bangka Belitung,1905,Kab. Bangka Selatan,2009,8900,6.04,0.8,0.23,249001
19,Prov. Kepulauan Bangka Belitung,1905,Kab. Bangka Selatan,2010,10700,6.18,1.01,0.23,274125
19,Prov. Kepulauan Bangka Belitung,1906,Kab. Belitung Timur,2007,12600,15.58,2.71,0.77,250523
19,Prov. Kepulauan Bangka Belitung,1906,Kab. Belitung Timur,2008,10400,12.61,2.6,0.7,289369
19,Prov. Kepulauan Bangka Belitung,1906,Kab. Belitung Timur,2009,9300,11.07,1.61,0.45,305974
19,Prov. Kepulauan Bangka Belitung,1906,Kab. Belitung Timur,2010,11100,10.36,1.42,0.32,336847
